Series,Indicator Name,group
fin32.33.t.d.6,"Received public sector wages, secondary education or more (% ages 15+)",fin32
fin32.33.t.d.7,"Received public sector wages, income poorest 40% (% ages 15+)",fin32
fin32.33.t.d.8,"Received public sector wages, income richest 60% (% ages 15+)",fin32
fin32.33.t.d.9,"Received public sector wages, rural (% age 15+)",fin32
fin32.n33.34a.t,Received private sector wages: into a financial institution account (% age 15+),fin32
fin32.n33.34a.t.s,"Received private sector wages: into a financial institution account (% of private sector wage recipients, age 15+)",fin32
fin32.n33.34b.t,Received private sector wages: through a mobile phone (% age 15+),fin32
fin32.n33.34b.t.s,"Received private sector wages: through a mobile phone (% of private sector wage recipients, age 15+)",fin32
fin32.n33.34d.t,Received private sector wages: in cash only (% age 15+),fin32
fin32.n33.34d.t.s,"Received private sector wages: in cash only (% of private sector wage recipients, age 15+)",fin32
fin32.n33.34e.t,Received private sector wages: to a card (% age 15+),fin32
fin32.n33.34e.t.s,"Received private sector wages: to a card (% of private sector wage recipients, age 15+)",fin32
fin32.n33.acc.35,Received private sector wages into an account: paid higher than expected fees (% age 15+),fin32
fin32.n33.acc.35.s,"Received private sector wages into an account: paid higher than expected fees (% who received private sector wages into an account, age 15+)",fin32
fin32.n33.acc.t,Received private sector wages: into an account (% age 15+),fin32
fin32.n33.acc.t.s,"Received private sector wages: into an account (% of private sector wage recipients, age 15+)",fin32
fin32.n33.t.d,Received private sector wages (% age 15+),fin32
fin32.n33.t.d.1,"Received private sector wages, female (% age 15+)",fin32
fin32.n33.t.d.10,"Received private sector wages, urban (% age 15+)",fin32
fin32.n33.t.d.11,"Received private sector wages, out of labor force (% age 15+)",fin32
fin32.n33.t.d.12,"Received private sector wages, in labor force (% age 15+)",fin32
fin32.n33.t.d.2,"Received private sector wages, male (% age 15+)",fin32
fin32.n33.t.d.3,"Received private sector wages, young (% ages 15-24)",fin32
fin32.n33.t.d.4,"Received private sector wages, older (% age 25+)",fin32
fin32.n33.t.d.5,"Received private sector wages, primary education or less (% ages 15+)",fin32
fin32.n33.t.d.6,"Received private sector wages, secondary education or more (% ages 15+)",fin32
fin32.n33.t.d.7,"Received private sector wages, income poorest 40% (% ages 15+)",fin32
fin32.n33.t.d.8,"Received private sector wages, income richest 60% (% ages 15+)",fin32
fin32.n33.t.d.9,"Received private sector wages, rural (% age 15+)",fin32
fin32.t.d,Received wages (% age 15+),fin32
fin32.t.d.1,"Received wages, female (% age 15+)",fin32
fin32.t.d.10,"Received wages, urban (% age 15+)",fin32
fin32.t.d.11,"Received wages, out of labor force (% age 15+)",fin32
fin32.t.d.12,"Received wages, in labor force (% age 15+)",fin32
fin32.t.d.2,"Received wages, male (% age 15+)",fin32
fin32.t.d.3,"Received wages, young (% ages 15-24)",fin32
fin32.t.d.4,"Received wages, older (% age 25+)",fin32
fin32.t.d.5,"Received wages, primary education or less (% ages 15+)",fin32
fin32.t.d.6,"Received wages, secondary education or more (% ages 15+)",fin32
fin32.t.d.7,"Received wages, income poorest 40% (% ages 15+)",fin32
fin32.t.d.8,"Received wages, income richest 60% (% ages 15+)",fin32
fin32.t.d.9,"Received wages, rural (% age 15+)",fin32
fin33.2014.d,Paid school fees (% age 15+),fin33
fin33.2014.d.1,"Paid school fees, female (% age 15+)",fin33
fin33.2014.d.10,"Paid school fees, urban (% age 15+)",fin33
fin33.2014.d.11,"Paid school fees, out of labor force (% age 15+)",fin33
fin33.2014.d.12,"Paid school fees, in labor force (% age 15+)",fin33
fin33.2014.d.2,"Paid school fees, male (% age 15+)",fin33
fin33.2014.d.3,"Paid school fees, young (% ages 15-24)",fin33
fin33.2014.d.4,"Paid school fees, older (% age 25+)",fin33
fin33.2014.d.5,"Paid school fees, primary education or less (% ages 15+)",fin33
fin33.2014.d.6,"Paid school fees, secondary education or more (% ages 15+)",fin33
fin33.2014.d.7,"Paid school fees, income poorest 40% (% ages 15+)",fin33
fin33.2014.d.8,"Paid school fees, income richest 60% (% ages 15+)",fin33
fin33.2014.d.9,"Paid school fees, rural (% age 15+)",fin33
fin34a.2014,Paid school fees: using cash only (% age 15+),fin34a
fin34a.2014.s,"Paid school fees: using cash only (% paying school fees, age 15+)",fin34a
fin34a.34b.34e.t,Received wages: into an account (% age 15+),fin34a
fin34a.34b.34e.t.s,"Received wages: into an account (% of wage recipients, age 15+)",fin34a
fin34a.t,Received wages: into a financial institution account (% age 15+),fin34a
fin34a.t.s,"Received wages: into a financial institution account (% of wage recipients, age 15+)",fin34a
fin34b.2014,Paid school fees: using a financial institution account (% age 15+),fin34b
fin34b.2014.acc,Paid school fees: using an account (% age 15+),fin34b
fin34b.2014.acc.s,"Paid school fees: using an account (% paying school fees, age 15+)",fin34b
fin34b.2014.s,"Paid school fees: using a financial institution account (% paying school fees, age 15+)",fin34b
fin34b.t,Received wages: through a mobile phone (% age 15+),fin34b
fin34b.t.s,"Received wages: through a mobile phone (% of wage recipients, age 15+)",fin34b
fin34c.2014,Paid school fees: using a mobile phone (% age 15+),fin34c
fin34c.2014.s,"Paid school fees: using a mobile phone (% paying school fees, age 15+)",fin34c
fin34d.t,Received wages: in cash only (% age 15+),fin34d
fin34d.t.s,"Received wages: in cash only (% of wage recipients, age 15+)",fin34d
fin34e.t,Received wages: to a card (% age 15+),fin34e
fin34e.t.s,"Received wages: to a card (% of wage recipients, age 15+)",fin34e
fin35,Received wages into an account: paid higher than expected fees (% age 15+),fin35
fin35.s,"Received wages into an account: paid higher than expected fees (% who received wages into an account, age 15+)",fin35
fin37.38.39a.t,Received government transfer or pension: into financial institution account (% age 15+),fin37
fin37.38.39a.t.s,"Received government transfer or pension: into financial institution account (% of government transfer or pension recipients, age 15+)",fin37
fin37.38.39b.t,Received government transfer or pension: through a mobile phone (% age 15+),fin37
fin37.38.39b.t.s,"Received government transfer or pension: through a mobile phone (% of government transfer or pension recipients, age 15+)",fin37
fin37.38.39d.t,Received government transfer or pension: cash only (% age 15+),fin37
fin37.38.39d.t.s,"Received government transfer or pension: in cash only (% of government transfer or pension recipients, age 15+)",fin37
fin37.38.39e.t,Received government transfer or pension: to a card (% age 15+),fin37
fin37.38.39e.t.s,"Received government transfer or pension: to a card (% of government transfer or pension recipients, age 15+)",fin37
fin37.38.acc.t,Received government transfer or pension: into an account (% age 15+),fin37
fin37.38.acc.t.s,"Received government transfer or pension: into an account (% of government transfer or pension recipients, age 15+)",fin37
fin37.38.t.d,Received government transfer or pension (% age 15+),fin37
fin37.38.t.d.1,"Received government transfer or pension, female (% age 15+)",fin37
fin37.38.t.d.10,"Received government transfer or pension, urban (% age 15+)",fin37
fin37.38.t.d.11,"Received government transfer or pension, out of labor force (% age 15+)",fin37
fin37.38.t.d.12,"Received government transfer or pension, in labor force (% age 15+)",fin37
fin37.38.t.d.2,"Received government transfer or pension, male (% age 15+)",fin37
fin37.38.t.d.3,"Received government transfer or pension, young (% ages 15-24)",fin37
fin37.38.t.d.4,"Received government transfer or pension, older (% age 25+)",fin37
fin37.38.t.d.5,"Received government transfer or pension, primary education or less (% ages 15+)",fin37
fin37.38.t.d.6,"Received government transfer or pension, secondary education or more (% ages 15+)",fin37
fin37.38.t.d.7,"Received government transfer or pension, income poorest 40% (% ages 15+)",fin37
fin37.38.t.d.8,"Received government transfer or pension, income richest 60% (% ages 15+)",fin37
fin37.38.t.d.9,"Received government transfer or pension, rural (% age 15+)",fin37
fin37.39a.t,Received government transfer: into a financial institution account (% age 15+),fin37
fin37.39a.t.s,"Received government transfer: into a financial institution account (% of government transfer recipients, age 15+)",fin37
fin37.39b.t,Received government transfer: through a mobile phone (% age 15+),fin37
fin37.39b.t.s,"Received government transfer: through a mobile phone (% of government transfer recipients, age 15+)",fin37
fin37.39d.t,Received government transfer: cash only (% age 15+),fin37
fin37.39d.t.s,"Received government transfer: cash only (% of government transfer recipients, age 15+)",fin37
fin37.39e.t,Received government transfer: to a card (% age 15+),fin37
fin37.39e.t.s,"Received government transfer: to a card (% of government transfer recipients, age 15+)",fin37
fin37.acc.t,Received government transfer: into an account (% age 15+),fin37
fin37.acc.t.s,"Received government transfer: into an account (% of government transfer recipients, age 15+)",fin37
fin37.t.d,Received government transfer (% age 15+),fin37
fin37.t.d.1,"Received government transfer, female (% age 15+)",fin37
fin37.t.d.10,"Received government transfer, urban (% age 15+)",fin37
fin37.t.d.11,"Received government transfer, out of labor force (% age 15+)",fin37
fin37.t.d.12,"Received government transfer, in labor force (% age 15+)",fin37
fin37.t.d.2,"Received government transfer, male (% age 15+)",fin37
fin37.t.d.3,"Received government transfer, young (% ages 15-24)",fin37
fin37.t.d.4,"Received government transfer, older (% age 25+)",fin37
fin37.t.d.5,"Received government transfer, primary education or less (% ages 15+)",fin37
fin37.t.d.6,"Received government transfer, secondary education or more (% ages 15+)",fin37
fin37.t.d.7,"Received government transfer, income poorest 40% (% ages 15+)",fin37
fin37.t.d.8,"Received government transfer, income richest 60% (% ages 15+)",fin37
fin37.t.d.9,"Received government transfer, rural (% age 15+)",fin37
fin38.39a.t,Received a public sector pension: into a financial institution account (% age 15+),fin38
fin38.39a.t.s,"Received a public sector pension: into a financial institution account (% of public sector pension recipients, age 15+)",fin38
fin38.39b.t,Received a public sector pension: through a mobile phone (% age 15+),fin38
fin38.39b.t.s,"Received a public sector pension: through a mobile phone (% of public sector pension recipients, age 15+)",fin38
fin38.39d.t,Received a public sector pension: in cash only (% age 15+),fin38
fin38.39d.t.s,"Received a public sector pension: in cash only (% of public sector pension recipients, age 15+)",fin38
fin38.39e.t,Received a public sector pension: to a card (% age 15+),fin38
fin38.39e.t.s,"Received a public sector pension: to a card (% of public sector pension recipients, age 15+)",fin38
fin38.acc.t,Received a public sector pension: into an account (% age 15+),fin38
fin38.acc.t.s,"Received a public sector pension: into an account (% of public sector pension recipients, age 15+)",fin38
fin38.t.d,Received a public sector pension (% age 15+),fin38
fin38.t.d.1,"Received a public sector pension, female (% age 15+)",fin38
fin38.t.d.10,"Received a public sector pension, urban (% age 15+)",fin38
fin38.t.d.11,"Received a public sector pension, out of labor force (% age 15+)",fin38
fin38.t.d.12,"Received a public sector pension, in labor force (% age 15+)",fin38
fin38.t.d.2,"Received a public sector pension, male (% age 15+)",fin38
fin38.t.d.3,"Received a public sector pension, young (% ages 15-24)",fin38
fin38.t.d.4,"Received a public sector pension, older (% age 25+)",fin38
fin38.t.d.5,"Received a public sector pension, primary education or less (% ages 15+)",fin38
fin38.t.d.6,"Received a public sector pension, secondary education or more (% ages 15+)",fin38
fin38.t.d.7,"Received a public sector pension, income poorest 40% (% ages 15+)",fin38
fin38.t.d.8,"Received a public sector pension, income richest 60% (% ages 15+)",fin38
fin38.t.d.9,"Received a public sector pension, rural (% age 15+)",fin38
fin4.8.t,Used a debit or credit card (% age 15+),fin4
fin4.t,Used a debit card (% age 15+),fin4
fin42.t.d,"Received payments for the sale of agricultural products, livestock, or crops (% age 15+)",fin42
fin42.t.d.1,"Received payments for the sale of agricultural products, livestock, or crops, female (% age 15+)",fin42
fin42.t.d.10,"Received payments for the sale of agricultural products, livestock, or crops, urban (% age 15+)",fin42
fin42.t.d.11,"Received payments for the sale of agricultural products, livestock, or crops, out of labor force (% age 15+)",fin42
fin42.t.d.12,"Received payments for the sale of agricultural products, livestock, or crops, in labor force (% age 15+)",fin42
fin42.t.d.2,"Received payments for the sale of agricultural products, livestock, or crops, male (% age 15+)",fin42
fin42.t.d.3,"Received payments for the sale of agricultural products, livestock, or crops, young (% ages 15-24)",fin42
fin42.t.d.4,"Received payments for the sale of agricultural products, livestock, or crops, older (% age 25+)",fin42
fin42.t.d.5,"Received payments for the sale of agricultural products, livestock, or crops, primary education or less (% ages 15+)",fin42
fin42.t.d.6,"Received payments for the sale of agricultural products, livestock, or crops, secondary education or more (% ages 15+)",fin42
fin42.t.d.7,"Received payments for the sale of agricultural products, livestock, or crops, income poorest 40% (% ages 15+)",fin42
fin42.t.d.8,"Received payments for the sale of agricultural products, livestock, or crops, income richest 60% (% ages 15+)",fin42
fin42.t.d.9,"Received payments for the sale of agricultural products, livestock, or crops, rural (% age 15+)",fin42
fin43.acc.t,Received payments for agricultural products: into an account (% age 15+),fin43
fin43.acc.t.s,"Received payments for agricultural products: into an account (% of agricultural payment recipients, age 15+)",fin43
fin43a.t,Received payments for agricultural products: into a financial institution account (% age 15+),fin43a
fin43a.t.s,"Received payments for agricultural products: into a financial institution account (% of agricultural payment recipients, age 15+)",fin43a
fin43b.t,Received payments for agricultural products: through a mobile phone (% age 15+),fin43b
fin43b.t.s,"Received payments for agricultural products: through a mobile phone (% payment recipients, age 15+)",fin43b
fin43d.t,Received payments for agricultural products: in cash only (% age 15+),fin43d
fin43d.t.s,"Received payments for agricultural products: in cash only (% of agricultural payment recipients, age 15+)",fin43d
fin43e.t,Received payments for agricultural products: to a card (% age 15+),fin43e
fin43e.t.s,"Received payments for agricultural products: to a card (% of agricultural payment recipients, age 15+)",fin43e
fin44a1.d,Worried about not having enough money for old age: very worried (% age 15+),fin44a1
fin44a1.d.1,"Worried about not having enough money for old age: very worried, female (% age 15+)",fin44a1
fin44a1.d.10,"Worried about not having enough money for old age: very worried, urban (% age 15+)",fin44a1
fin44a1.d.11,"Worried about not having enough money for old age: very worried, out of labor force (% age 15+)",fin44a1
fin44a1.d.12,"Worried about not having enough money for old age: very worried, in labor force (% age 15+)",fin44a1
fin44a1.d.2,"Worried about not having enough money for old age: very worried, male (% age 15+)",fin44a1
fin44a1.d.3,"Worried about not having enough money for old age: very worried, young (% ages 15-24)",fin44a1
fin44a1.d.4,"Worried about not having enough money for old age: very worried, older (% age 25+)",fin44a1
fin44a1.d.5,"Worried about not having enough money for old age: very worried, primary education or less (% ages 15+)",fin44a1
fin44a1.d.6,"Worried about not having enough money for old age: very worried, secondary education or more (% ages 15+)",fin44a1
fin44a1.d.7,"Worried about not having enough money for old age: very worried, income poorest 40% (% ages 15+)",fin44a1
fin44a1.d.8,"Worried about not having enough money for old age: very worried, income richest 60% (% ages 15+)",fin44a1
fin44a1.d.9,"Worried about not having enough money for old age: very worried, rural (% age 15+)",fin44a1
fin44a2.d,Worried about not having enough money for old age: somewhat worried (% age 15+),fin44a2
fin44a2.d.1,"Worried about not having enough money for old age: somewhat worried, female (% age 15+)",fin44a2
fin44a2.d.10,"Worried about not having enough money for old age: somewhat worried, urban (% age 15+)",fin44a2
fin44a2.d.11,"Worried about not having enough money for old age: somewhat worried, out of labor force (% age 15+)",fin44a2
fin44a2.d.12,"Worried about not having enough money for old age: somewhat worried, in labor force (% age 15+)",fin44a2
fin44a2.d.2,"Worried about not having enough money for old age: somewhat worried, male (% age 15+)",fin44a2
fin44a2.d.3,"Worried about not having enough money for old age: somewhat worried, young (% ages 15-24)",fin44a2
fin44a2.d.4,"Worried about not having enough money for old age: somewhat worried, older (% age 25+)",fin44a2
fin44a2.d.5,"Worried about not having enough money for old age: somewhat worried, primary education or less (% ages 15+)",fin44a2
fin44a2.d.6,"Worried about not having enough money for old age: somewhat worried, secondary education or more (% ages 15+)",fin44a2
fin44a2.d.7,"Worried about not having enough money for old age: somewhat worried, income poorest 40% (% ages 15+)",fin44a2
fin44a2.d.8,"Worried about not having enough money for old age: somewhat worried, income richest 60% (% ages 15+)",fin44a2
fin44a2.d.9,"Worried about not having enough money for old age: somewhat worried, rural (% age 15+)",fin44a2
fin44a3.d,Worried about not having enough money for old age: not worried at all (% age 15+),fin44a3
fin44a3.d.1,"Worried about not having enough money for old age: not worried at all, female (% age 15+)",fin44a3
fin44a3.d.10,"Worried about not having enough money for old age: not worried at all, urban (% age 15+)",fin44a3
fin44a3.d.11,"Worried about not having enough money for old age: not worried at all, out of labor force (% age 15+)",fin44a3
fin44a3.d.12,"Worried about not having enough money for old age: not worried at all, in labor force (% age 15+)",fin44a3
fin44a3.d.2,"Worried about not having enough money for old age: not worried at all, male (% age 15+)",fin44a3
fin44a3.d.3,"Worried about not having enough money for old age: not worried at all, young (% ages 15-24)",fin44a3
fin44a3.d.4,"Worried about not having enough money for old age: not worried at all, older (% age 25+)",fin44a3
fin44a3.d.5,"Worried about not having enough money for old age: not worried at all, primary education or less (% ages 15+)",fin44a3
fin44a3.d.6,"Worried about not having enough money for old age: not worried at all, secondary education or more (% ages 15+)",fin44a3
fin44a3.d.7,"Worried about not having enough money for old age: not worried at all, income poorest 40% (% ages 15+)",fin44a3
fin44a3.d.8,"Worried about not having enough money for old age: not worried at all, income richest 60% (% ages 15+)",fin44a3
fin44a3.d.9,"Worried about not having enough money for old age: not worried at all, rural (% age 15+)",fin44a3
fin44b1.d,Worried about not being able to pay for medical costs in case of a serious illness or accident: very worried (% age 15+),fin44b1
fin44b1.d.1,"Worried about not being able to pay for medical costs in case of a serious illness or accident: very worried, female (% age 15+)",fin44b1
fin44b1.d.10,"Worried about not being able to pay for medical costs in case of a serious illness or accident: very worried, urban (% age 15+)",fin44b1
fin44b1.d.11,"Worried about not being able to pay for medical costs in case of a serious illness or accident: very worried, out of labor force (% age 15+)",fin44b1
fin44b1.d.12,"Worried about not being able to pay for medical costs in case of a serious illness or accident: very worried, in labor force (% age 15+)",fin44b1
fin44b1.d.2,"Worried about not being able to pay for medical costs in case of a serious illness or accident: very worried, male (% age 15+)",fin44b1
fin44b1.d.3,"Worried about not being able to pay for medical costs in case of a serious illness or accident: very worried, young (% ages 15-24)",fin44b1
fin44b1.d.4,"Worried about not being able to pay for medical costs in case of a serious illness or accident: very worried, older (% age 25+)",fin44b1
fin44b1.d.5,"Worried about not being able to pay for medical costs in case of a serious illness or accident: very worried, primary education or less (% ages 15+)",fin44b1
fin44b1.d.6,"Worried about not being able to pay for medical costs in case of a serious illness or accident: very worried, secondary education or more (% ages 15+)",fin44b1
fin44b1.d.7,"Worried about not being able to pay for medical costs in case of a serious illness or accident: very worried, income poorest 40% (% ages 15+)",fin44b1
fin44b1.d.8,"Worried about not being able to pay for medical costs in case of a serious illness or accident: very worried, income richest 60% (% ages 15+)",fin44b1
fin44b1.d.9,"Worried about not being able to pay for medical costs in case of a serious illness or accident: very worried, rural (% age 15+)",fin44b1
fin44b2.d,Worried about not being able to pay for medical costs in case of a serious illness or accident: somewhat worried (% age 15+),fin44b2
fin44b2.d.1,"Worried about not being able to pay for medical costs in case of a serious illness or accident: somewhat worried, female (% age 15+)",fin44b2
fin44b2.d.10,"Worried about not being able to pay for medical costs in case of a serious illness or accident: somewhat worried, urban (% age 15+)",fin44b2
fin44b2.d.11,"Worried about not being able to pay for medical costs in case of a serious illness or accident: somewhat worried, out of labor force (% age 15+)",fin44b2
fin44b2.d.12,"Worried about not being able to pay for medical costs in case of a serious illness or accident: somewhat worried, in labor force (% age 15+)",fin44b2
fin44b2.d.2,"Worried about not being able to pay for medical costs in case of a serious illness or accident: somewhat worried, male (% age 15+)",fin44b2
fin44b2.d.3,"Worried about not being able to pay for medical costs in case of a serious illness or accident: somewhat worried, young (% ages 15-24)",fin44b2
fin44b2.d.4,"Worried about not being able to pay for medical costs in case of a serious illness or accident: somewhat worried, older (% age 25+)",fin44b2
fin44b2.d.5,"Worried about not being able to pay for medical costs in case of a serious illness or accident: somewhat worried, primary education or less (% ages 15+)",fin44b2
fin44b2.d.6,"Worried about not being able to pay for medical costs in case of a serious illness or accident: somewhat worried, secondary education or more (% ages 15+)",fin44b2
fin44b2.d.7,"Worried about not being able to pay for medical costs in case of a serious illness or accident: somewhat worried, income poorest 40% (% ages 15+)",fin44b2
fin44b2.d.8,"Worried about not being able to pay for medical costs in case of a serious illness or accident: somewhat worried, income richest 60% (% ages 15+)",fin44b2
fin44b2.d.9,"Worried about not being able to pay for medical costs in case of a serious illness or accident: somewhat worried, rural (% age 15+)",fin44b2
fin44b3.d,Worried about not being able to pay for medical costs in case of a serious illness or accident: not worried at all (% age 15+),fin44b3
fin44b3.d.1,"Worried about not being able to pay for medical costs in case of a serious illness or accident: not worried at all, female (% age 15+)",fin44b3
fin44b3.d.10,"Worried about not being able to pay for medical costs in case of a serious illness or accident: not worried at all, urban (% age 15+)",fin44b3
fin44b3.d.11,"Worried about not being able to pay for medical costs in case of a serious illness or accident: not worried at all, out of labor force (% age 15+)",fin44b3
fin44b3.d.12,"Worried about not being able to pay for medical costs in case of a serious illness or accident: not worried at all, in labor force (% age 15+)",fin44b3
fin44b3.d.2,"Worried about not being able to pay for medical costs in case of a serious illness or accident: not worried at all, male (% age 15+)",fin44b3
fin44b3.d.3,"Worried about not being able to pay for medical costs in case of a serious illness or accident: not worried at all, young (% ages 15-24)",fin44b3
fin44b3.d.4,"Worried about not being able to pay for medical costs in case of a serious illness or accident: not worried at all, older (% age 25+)",fin44b3
fin44b3.d.5,"Worried about not being able to pay for medical costs in case of a serious illness or accident: not worried at all, primary education or less (% ages 15+)",fin44b3
fin44b3.d.6,"Worried about not being able to pay for medical costs in case of a serious illness or accident: not worried at all, secondary education or more (% ages 15+)",fin44b3
fin44b3.d.7,"Worried about not being able to pay for medical costs in case of a serious illness or accident: not worried at all, income poorest 40% (% ages 15+)",fin44b3
fin44b3.d.8,"Worried about not being able to pay for medical costs in case of a serious illness or accident: not worried at all, income richest 60% (% ages 15+)",fin44b3
fin44b3.d.9,"Worried about not being able to pay for medical costs in case of a serious illness or accident: not worried at all, rural (% age 15+)",fin44b3
fin44c1.d,Worried about not having enough money for monthly expenses or bills: very worried (% age 15+),fin44c1
fin44c1.d.1,"Worried about not having enough money for monthly expenses or bills: very worried, female (% age 15+)",fin44c1
fin44c1.d.10,"Worried about not having enough money for monthly expenses or bills: very worried, urban (% age 15+)",fin44c1
fin44c1.d.11,"Worried about not having enough money for monthly expenses or bills: very worried, out of labor force (% age 15+)",fin44c1
fin44c1.d.12,"Worried about not having enough money for monthly expenses or bills: very worried, in labor force (% age 15+)",fin44c1
fin44c1.d.2,"Worried about not having enough money for monthly expenses or bills: very worried, male (% age 15+)",fin44c1
fin44c1.d.3,"Worried about not having enough money for monthly expenses or bills: very worried, young (% ages 15-24)",fin44c1
fin44c1.d.4,"Worried about not having enough money for monthly expenses or bills: very worried, older (% age 25+)",fin44c1
fin44c1.d.5,"Worried about not having enough money for monthly expenses or bills: very worried, primary education or less (% ages 15+)",fin44c1
fin44c1.d.6,"Worried about not having enough money for monthly expenses or bills: very worried, secondary education or more (% ages 15+)",fin44c1
fin44c1.d.7,"Worried about not having enough money for monthly expenses or bills: very worried, income poorest 40% (% ages 15+)",fin44c1
fin44c1.d.8,"Worried about not having enough money for monthly expenses or bills: very worried, income richest 60% (% ages 15+)",fin44c1
fin44c1.d.9,"Worried about not having enough money for monthly expenses or bills: very worried, rural (% age 15+)",fin44c1
fin44c2.d,Worried about not having enough money for monthly expenses or bills: somewhat worried (% age 15+),fin44c2
fin44c2.d.1,"Worried about not having enough money for monthly expenses or bills: somewhat worried, female (% age 15+)",fin44c2
fin44c2.d.10,"Worried about not having enough money for monthly expenses or bills: somewhat worried, urban (% age 15+)",fin44c2
fin44c2.d.11,"Worried about not having enough money for monthly expenses or bills: somewhat worried, out of labor force (% age 15+)",fin44c2
fin44c2.d.12,"Worried about not having enough money for monthly expenses or bills: somewhat worried, in labor force (% age 15+)",fin44c2
fin44c2.d.2,"Worried about not having enough money for monthly expenses or bills: somewhat worried, male (% age 15+)",fin44c2
fin44c2.d.3,"Worried about not having enough money for monthly expenses or bills: somewhat worried, young (% ages 15-24)",fin44c2
fin44c2.d.4,"Worried about not having enough money for monthly expenses or bills: somewhat worried, older (% age 25+)",fin44c2
fin44c2.d.5,"Worried about not having enough money for monthly expenses or bills: somewhat worried, primary education or less (% ages 15+)",fin44c2
fin44c2.d.6,"Worried about not having enough money for monthly expenses or bills: somewhat worried, secondary education or more (% ages 15+)",fin44c2
fin44c2.d.7,"Worried about not having enough money for monthly expenses or bills: somewhat worried, income poorest 40% (% ages 15+)",fin44c2
fin44c2.d.8,"Worried about not having enough money for monthly expenses or bills: somewhat worried, income richest 60% (% ages 15+)",fin44c2
fin44c2.d.9,"Worried about not having enough money for monthly expenses or bills: somewhat worried, rural (% age 15+)",fin44c2
fin44c3.d,Worried about not having enough money for monthly expenses or bills: not worried at all (% age 15+),fin44c3
fin44c3.d.1,"Worried about not having enough money for monthly expenses or bills: not worried at all, female (% age 15+)",fin44c3
fin44c3.d.10,"Worried about not having enough money for monthly expenses or bills: not worried at all, urban (% age 15+)",fin44c3
fin44c3.d.11,"Worried about not having enough money for monthly expenses or bills: not worried at all, out of labor force (% age 15+)",fin44c3
fin44c3.d.12,"Worried about not having enough money for monthly expenses or bills: not worried at all, in labor force (% age 15+)",fin44c3
fin44c3.d.2,"Worried about not having enough money for monthly expenses or bills: not worried at all, male (% age 15+)",fin44c3
fin44c3.d.3,"Worried about not having enough money for monthly expenses or bills: not worried at all, young (% ages 15-24)",fin44c3
fin44c3.d.4,"Worried about not having enough money for monthly expenses or bills: not worried at all, older (% age 25+)",fin44c3
fin44c3.d.5,"Worried about not having enough money for monthly expenses or bills: not worried at all, primary education or less (% ages 15+)",fin44c3
fin44c3.d.6,"Worried about not having enough money for monthly expenses or bills: not worried at all, secondary education or more (% ages 15+)",fin44c3
fin44c3.d.7,"Worried about not having enough money for monthly expenses or bills: not worried at all, income poorest 40% (% ages 15+)",fin44c3
fin44c3.d.8,"Worried about not having enough money for monthly expenses or bills: not worried at all, income richest 60% (% ages 15+)",fin44c3
fin44c3.d.9,"Worried about not having enough money for monthly expenses or bills: not worried at all, rural (% age 15+)",fin44c3
fin44d1.d,Worried about not being able to pay school fees or fees for education: very worried (% age 15+),fin44d1
fin44d1.d.1,"Worried about not being able to pay school fees or fees for education: very worried, female (% age 15+)",fin44d1
fin44d1.d.10,"Worried about not being able to pay school fees or fees for education: very worried, urban (% age 15+)",fin44d1
fin44d1.d.11,"Worried about not being able to pay school fees or fees for education: very worried, out of labor force (% age 15+)",fin44d1
fin44d1.d.12,"Worried about not being able to pay school fees or fees for education: very worried, in labor force (% age 15+)",fin44d1
fin44d1.d.2,"Worried about not being able to pay school fees or fees for education: very worried, male (% age 15+)",fin44d1
fin44d1.d.3,"Worried about not being able to pay school fees or fees for education: very worried, young (% ages 15-24)",fin44d1
fin44d1.d.4,"Worried about not being able to pay school fees or fees for education: very worried, older (% age 25+)",fin44d1
fin44d1.d.5,"Worried about not being able to pay school fees or fees for education: very worried, primary education or less (% ages 15+)",fin44d1
fin44d1.d.6,"Worried about not being able to pay school fees or fees for education: very worried, secondary education or more (% ages 15+)",fin44d1
fin44d1.d.7,"Worried about not being able to pay school fees or fees for education: very worried, income poorest 40% (% ages 15+)",fin44d1
fin44d1.d.8,"Worried about not being able to pay school fees or fees for education: very worried, income richest 60% (% ages 15+)",fin44d1
fin44d1.d.9,"Worried about not being able to pay school fees or fees for education: very worried, rural (% age 15+)",fin44d1
fin44d2.d,Worried about not being able to pay school fees or fees for education: somewhat worried (% age 15+),fin44d2
fin44d2.d.1,"Worried about not being able to pay school fees or fees for education: somewhat worried, female (% age 15+)",fin44d2
fin44d2.d.10,"Worried about not being able to pay school fees or fees for education: somewhat worried, urban (% age 15+)",fin44d2
fin44d2.d.11,"Worried about not being able to pay school fees or fees for education: somewhat worried, out of labor force (% age 15+)",fin44d2
fin44d2.d.12,"Worried about not being able to pay school fees or fees for education: somewhat worried, in labor force (% age 15+)",fin44d2
fin44d2.d.2,"Worried about not being able to pay school fees or fees for education: somewhat worried, male (% age 15+)",fin44d2
fin44d2.d.3,"Worried about not being able to pay school fees or fees for education: somewhat worried, young (% ages 15-24)",fin44d2
fin44d2.d.4,"Worried about not being able to pay school fees or fees for education: somewhat worried, older (% age 25+)",fin44d2
fin44d2.d.5,"Worried about not being able to pay school fees or fees for education: somewhat worried, primary education or less (% ages 15+)",fin44d2
